symbol,time,brokerTime,timeframe,open,close,high,low,tickVolume,spread,endTime,endBrokerTime,state
XAUUSDc,2026-04-13T18:00:00.000Z,2026-04-13 18:00:00.000,30m,4730.089,4727.163,4732.91,4722.973,4678,280,2026-04-13T18:29:59.999Z,2026-04-13 18:29:59.999,complete
XAUUSDc,2026-04-13T18:30:00.000Z,2026-04-13 18:30:00.000,30m,4727.103,4738.262,4740.706,4726.618,4560,280,2026-04-13T18:59:59.999Z,2026-04-13 18:59:59.999,complete
XAUUSDc,2026-04-13T19:00:00.000Z,2026-04-13 19:00:00.000,30m,4738.189,4743.14,4744.1,4730.684,3825,280,2026-04-13T19:29:59.999Z,2026-04-13 19:29:59.999,complete
XAUUSDc,2026-04-13T19:30:00.000Z,2026-04-13 19:30:00.000,30m,4743.058,4741.283,4747.493,4739.159,4944,280,2026-04-13T19:59:59.999Z,2026-04-13 19:59:59.999,complete
XAUUSDc,2026-04-13T20:00:00.000Z,2026-04-13 20:00:00.000,30m,4741.096,4739.48,4744.14,4738.416,2423,280,2026-04-13T20:29:59.999Z,2026-04-13 20:29:59.999,complete
XAUUSDc,2026-04-13T20:30:00.000Z,2026-04-13 20:30:00.000,30m,4739.471,4741.1,4741.818,4738.174,1859,280,2026-04-13T20:59:59.999Z,2026-04-13 20:59:59.999,complete
XAUUSDc,2026-04-13T22:00:00.000Z,2026-04-13 22:00:00.000,30m,4750.803,4748.391,4752.618,4745.643,2749,360,2026-04-13T22:29:59.999Z,2026-04-13 22:29:59.999,complete
XAUUSDc,2026-04-13T22:30:00.000Z,2026-04-13 22:30:00.000,30m,4748.391,4757.829,4759.616,4746.285,2555,280,2026-04-13T22:59:59.999Z,2026-04-13 22:59:59.999,complete
XAUUSDc,2026-04-13T23:00:00.000Z,2026-04-13 23:00:00.000,30m,4757.766,4755.421,4765.979,4754.92,2865,280,2026-04-13T23:29:59.999Z,2026-04-13 23:29:59.999,complete
XAUUSDc,2026-04-13T23:30:00.000Z,2026-04-13 23:30:00.000,30m,4755.427,4757.323,4761.772,4754.415,2485,280,2026-04-13T23:59:59.999Z,2026-04-13 23:59:59.999,complete
XAUUSDc,2026-04-14T00:00:00.000Z,2026-04-14 00:00:00.000,30m,4757.699,4762.21,4767.578,4751.449,6283,280,2026-04-14T00:29:59.999Z,2026-04-14 00:29:59.999,complete
XAUUSDc,2026-04-14T00:30:00.000Z,2026-04-14 00:30:00.000,30m,4762.283,4769.651,4775.809,4761.169,5083,280,2026-04-14T00:59:59.999Z,2026-04-14 00:59:59.999,complete
XAUUSDc,2026-04-14T01:00:00.000Z,2026-04-14 01:00:00.000,30m,4769.888,4770.533,4777.005,4762.601,9101,280,2026-04-14T01:29:59.999Z,2026-04-14 01:29:59.999,complete
XAUUSDc,2026-04-14T01:30:00.000Z,2026-04-14 01:30:00.000,30m,4770.461,4764.591,4773.767,4761.69,5904,280,2026-04-14T01:59:59.999Z,2026-04-14 01:59:59.999,complete
XAUUSDc,2026-04-14T02:00:00.000Z,2026-04-14 02:00:00.000,30m,4764.727,4768.853,4772.473,4762.586,4211,280,2026-04-14T02:29:59.999Z,2026-04-14 02:29:59.999,complete
XAUUSDc,2026-04-14T02:30:00.000Z,2026-04-14 02:30:00.000,30m,4768.794,4774.928,4777.353,4762.214,4691,280,2026-04-14T02:59:59.999Z,2026-04-14 02:59:59.999,complete
XAUUSDc,2026-04-14T03:00:00.000Z,2026-04-14 03:00:00.000,30m,4774.962,4768.355,4775.629,4765.767,3705,280,2026-04-14T03:29:59.999Z,2026-04-14 03:29:59.999,complete
XAUUSDc,2026-04-14T03:30:00.000Z,2026-04-14 03:30:00.000,30m,4768.502,4768.253,4771.907,4765.632,2490,280,2026-04-14T03:59:59.999Z,2026-04-14 03:59:59.999,complete
XAUUSDc,2026-04-14T04:00:00.000Z,2026-04-14 04:00:00.000,30m,4768.317,4775.792,4776.916,4766.842,2205,280,2026-04-14T04:29:59.999Z,2026-04-14 04:29:59.999,complete
XAUUSDc,2026-04-14T04:30:00.000Z,2026-04-14 04:30:00.000,30m,4775.85,4774.231,4776.232,4771.578,2194,280,2026-04-14T04:59:59.999Z,2026-04-14 04:59:59.999,complete
XAUUSDc,2026-04-14T05:00:00.000Z,2026-04-14 05:00:00.000,30m,4774.005,4764.623,4774.333,4761.394,3456,280,2026-04-14T05:29:59.999Z,2026-04-14 05:29:59.999,complete
XAUUSDc,2026-04-14T05:30:00.000Z,2026-04-14 05:30:00.000,30m,4764.566,4760.172,4767.242,4757.965,5874,280,2026-04-14T05:59:59.999Z,2026-04-14 05:59:59.999,complete
XAUUSDc,2026-04-14T06:00:00.000Z,2026-04-14 06:00:00.000,30m,4760.162,4767.45,4769.826,4760.014,4656,280,2026-04-14T06:29:59.999Z,2026-04-14 06:29:59.999,complete
XAUUSDc,2026-04-14T06:30:00.000Z,2026-04-14 06:30:00.000,30m,4767.472,4781.951,4783.165,4764.287,5173,280,2026-04-14T06:59:59.999Z,2026-04-14 06:59:59.999,complete
XAUUSDc,2026-04-14T07:00:00.000Z,2026-04-14 07:00:00.000,30m,4782.023,4772.723,4796.449,4767.923,9629,280,2026-04-14T07:29:59.999Z,2026-04-14 07:29:59.999,complete
XAUUSDc,2026-04-14T07:30:00.000Z,2026-04-14 07:30:00.000,30m,4772.601,4777.057,4780.828,4771.659,5690,280,2026-04-14T07:59:59.999Z,2026-04-14 07:59:59.999,complete
XAUUSDc,2026-04-14T08:00:00.000Z,2026-04-14 08:00:00.000,30m,4776.984,4785.83,4786.409,4773.976,5668,280,2026-04-14T08:29:59.999Z,2026-04-14 08:29:59.999,complete
XAUUSDc,2026-04-14T08:30:00.000Z,2026-04-14 08:30:00.000,30m,4785.892,4786.93,4789.893,4781.361,4239,280,2026-04-14T08:59:59.999Z,2026-04-14 08:59:59.999,complete
XAUUSDc,2026-04-14T09:00:00.000Z,2026-04-14 09:00:00.000,30m,4786.699,4778.736,4789.126,4778.43,3997,280,2026-04-14T09:29:59.999Z,2026-04-14 09:29:59.999,complete
XAUUSDc,2026-04-14T09:30:00.000Z,2026-04-14 09:30:00.000,30m,4778.799,4778.362,4782.294,4771.366,5138,280,2026-04-14T09:59:59.999Z,2026-04-14 09:59:59.999,complete
XAUUSDc,2026-04-14T10:00:00.000Z,2026-04-14 10:00:00.000,30m,4778.42,4783.726,4788.094,4778.343,3863,280,2026-04-14T10:29:59.999Z,2026-04-14 10:29:59.999,complete
XAUUSDc,2026-04-14T10:30:00.000Z,2026-04-14 10:30:00.000,30m,4784.044,4768.552,4784.666,4751.685,6507,280,2026-04-14T10:59:59.999Z,2026-04-14 10:59:59.999,complete
XAUUSDc,2026-04-14T11:00:00.000Z,2026-04-14 11:00:00.000,30m,4768.487,4778.117,4783.045,4766.694,4294,280,2026-04-14T11:29:59.999Z,2026-04-14 11:29:59.999,complete
XAUUSDc,2026-04-14T11:30:00.000Z,2026-04-14 11:30:00.000,30m,4777.919,4775.049,4782.878,4770.27,5431,280,2026-04-14T11:59:59.999Z,2026-04-14 11:59:59.999,complete
XAUUSDc,2026-04-14T12:00:00.000Z,2026-04-14 12:00:00.000,30m,4775.106,4768.524,4777.535,4762.274,7074,280,2026-04-14T12:29:59.999Z,2026-04-14 12:29:59.999,complete
XAUUSDc,2026-04-14T12:30:00.000Z,2026-04-14 12:30:00.000,30m,4768.456,4771.488,4776.402,4762.112,7443,280,2026-04-14T12:59:59.999Z,2026-04-14 12:59:59.999,complete
XAUUSDc,2026-04-14T13:00:00.000Z,2026-04-14 13:00:00.000,30m,4771.375,4782.998,4792.484,4770.961,8465,280,2026-04-14T13:29:59.999Z,2026-04-14 13:29:59.999,complete
XAUUSDc,2026-04-14T13:30:00.000Z,2026-04-14 13:30:00.000,30m,4782.771,4794.43,4803.445,4780.34,12888,280,2026-04-14T13:59:59.999Z,2026-04-14 13:59:59.999,complete
XAUUSDc,2026-04-14T14:00:00.000Z,2026-04-14 14:00:00.000,30m,4794.493,4809.11,4810.505,4792.764,11065,280,2026-04-14T14:29:59.999Z,2026-04-14 14:29:59.999,complete
XAUUSDc,2026-04-14T14:30:00.000Z,2026-04-14 14:30:00.000,30m,4809.173,4803.974,4818.066,4795.223,9011,280,2026-04-14T14:59:59.999Z,2026-04-14 14:59:59.999,complete
XAUUSDc,2026-04-14T15:00:00.000Z,2026-04-14 15:00:00.000,30m,4803.743,4802.13,4805.892,4790.951,8419,280,2026-04-14T15:29:59.999Z,2026-04-14 15:29:59.999,complete
XAUUSDc,2026-04-14T15:30:00.000Z,2026-04-14 15:30:00.000,30m,4802.19,4807.938,4816.221,4802.19,6745,280,2026-04-14T15:59:59.999Z,2026-04-14 15:59:59.999,complete
XAUUSDc,2026-04-14T16:00:00.000Z,2026-04-14 16:00:00.000,30m,4808.256,4816.282,4819.325,4804.89,5964,280,2026-04-14T16:29:59.999Z,2026-04-14 16:29:59.999,complete
XAUUSDc,2026-04-14T16:30:00.000Z,2026-04-14 16:30:00.000,30m,4816.535,4810.245,4820.503,4809.099,4778,280,2026-04-14T16:59:59.999Z,2026-04-14 16:59:59.999,complete
XAUUSDc,2026-04-14T17:00:00.000Z,2026-04-14 17:00:00.000,30m,4810.247,4825.671,4833.575,4809.293,6817,280,2026-04-14T17:29:59.999Z,2026-04-14 17:29:59.999,complete
XAUUSDc,2026-04-14T17:30:00.000Z,2026-04-14 17:30:00.000,30m,4825.728,4835.191,4841.515,4824.925,5128,280,2026-04-14T17:59:59.999Z,2026-04-14 17:59:59.999,complete
XAUUSDc,2026-04-14T18:00:00.000Z,2026-04-14 18:00:00.000,30m,4835.131,4837.628,4843.424,4833.449,4936,280,2026-04-14T18:29:59.999Z,2026-04-14 18:29:59.999,complete
XAUUSDc,2026-04-14T18:30:00.000Z,2026-04-14 18:30:00.000,30m,4837.841,4835.553,4839.121,4830.843,3491,280,2026-04-14T18:59:59.999Z,2026-04-14 18:59:59.999,complete
XAUUSDc,2026-04-14T19:00:00.000Z,2026-04-14 19:00:00.000,30m,4835.625,4840.895,4842.541,4835.625,3377,280,2026-04-14T19:29:59.999Z,2026-04-14 19:29:59.999,complete
XAUUSDc,2026-04-14T19:30:00.000Z,2026-04-14 19:30:00.000,30m,4840.444,4844.587,4846.254,4838.554,4459,280,2026-04-14T19:59:59.999Z,2026-04-14 19:59:59.999,complete
XAUUSDc,2026-04-14T20:00:00.000Z,2026-04-14 20:00:00.000,30m,4844.657,4840.602,4846.003,4839.461,2240,280,2026-04-14T20:29:59.999Z,2026-04-14 20:29:59.999,complete
XAUUSDc,2026-04-14T20:30:00.000Z,2026-04-14 20:30:00.000,30m,4840.483,4840.739,4843.275,4839.8,1744,360,2026-04-14T20:59:59.999Z,2026-04-14 20:59:59.999,complete
XAUUSDc,2026-04-14T22:00:00.000Z,2026-04-14 22:00:00.000,30m,4839.629,4840.248,4850.659,4836.154,3226,360,2026-04-14T22:29:59.999Z,2026-04-14 22:29:59.999,complete
XAUUSDc,2026-04-14T22:30:00.000Z,2026-04-14 22:30:00.000,30m,4840.218,4835.156,4843.103,4833.395,2466,360,2026-04-14T22:59:59.999Z,2026-04-14 22:59:59.999,complete
XAUUSDc,2026-04-14T23:00:00.000Z,2026-04-14 23:00:00.000,30m,4835.072,4836.164,4844.128,4833.61,2667,280,2026-04-14T23:29:59.999Z,2026-04-14 23:29:59.999,complete
XAUUSDc,2026-04-14T23:30:00.000Z,2026-04-14 23:30:00.000,30m,4835.777,4836.889,4844.053,4835.222,3422,280,2026-04-14T23:59:59.999Z,2026-04-14 23:59:59.999,complete
XAUUSDc,2026-04-15T00:00:00.000Z,2026-04-15 00:00:00.000,30m,4836.946,4833.393,4839.709,4828.481,4799,280,2026-04-15T00:29:59.999Z,2026-04-15 00:29:59.999,complete
XAUUSDc,2026-04-15T00:30:00.000Z,2026-04-15 00:30:00.000,30m,4833.457,4835.625,4837.668,4827.148,3599,280,2026-04-15T00:59:59.999Z,2026-04-15 00:59:59.999,complete
XAUUSDc,2026-04-15T01:00:00.000Z,2026-04-15 01:00:00.000,30m,4835.578,4851.011,4871.422,4828.023,12872,360,2026-04-15T01:29:59.999Z,2026-04-15 01:29:59.999,complete
XAUUSDc,2026-04-15T01:30:00.000Z,2026-04-15 01:30:00.000,30m,4850.944,4847.234,4851.146,4839.749,7294,280,2026-04-15T01:59:59.999Z,2026-04-15 01:59:59.999,complete
XAUUSDc,2026-04-15T02:00:00.000Z,2026-04-15 02:00:00.000,30m,4846.867,4834.756,4853.411,4832.215,6045,280,2026-04-15T02:29:59.999Z,2026-04-15 02:29:59.999,complete
XAUUSDc,2026-04-15T02:30:00.000Z,2026-04-15 02:30:00.000,30m,4834.818,4824.012,4835.515,4820.373,8749,280,2026-04-15T02:59:59.999Z,2026-04-15 02:59:59.999,complete
XAUUSDc,2026-04-15T03:00:00.000Z,2026-04-15 03:00:00.000,30m,4823.902,4826.284,4827.993,4816.719,5772,280,2026-04-15T03:29:59.999Z,2026-04-15 03:29:59.999,complete
XAUUSDc,2026-04-15T03:30:00.000Z,2026-04-15 03:30:00.000,30m,4826.222,4824.099,4829.638,4823.741,2905,280,2026-04-15T03:59:59.999Z,2026-04-15 03:59:59.999,complete
XAUUSDc,2026-04-15T04:00:00.000Z,2026-04-15 04:00:00.000,30m,4824.125,4824.441,4826.561,4820.487,2779,280,2026-04-15T04:29:59.999Z,2026-04-15 04:29:59.999,complete
XAUUSDc,2026-04-15T04:30:00.000Z,2026-04-15 04:30:00.000,30m,4824.765,4825.076,4827.843,4821.146,2459,280,2026-04-15T04:59:59.999Z,2026-04-15 04:59:59.999,complete
XAUUSDc,2026-04-15T05:00:00.000Z,2026-04-15 05:00:00.000,30m,4824.76,4825.935,4830.507,4822.461,4494,280,2026-04-15T05:29:59.999Z,2026-04-15 05:29:59.999,complete
XAUUSDc,2026-04-15T05:30:00.000Z,2026-04-15 05:30:00.000,30m,4825.933,4819.773,4827.91,4812.471,8112,280,2026-04-15T05:59:59.999Z,2026-04-15 05:59:59.999,complete
XAUUSDc,2026-04-15T06:00:00.000Z,2026-04-15 06:00:00.000,30m,4819.855,4814.579,4825.015,4813.513,5103,280,2026-04-15T06:29:59.999Z,2026-04-15 06:29:59.999,complete
XAUUSDc,2026-04-15T06:30:00.000Z,2026-04-15 06:30:00.000,30m,4814.522,4811.811,4822.048,4810.878,5152,280,2026-04-15T06:59:59.999Z,2026-04-15 06:59:59.999,complete
XAUUSDc,2026-04-15T07:00:00.000Z,2026-04-15 07:00:00.000,30m,4811.634,4812.572,4816.742,4803.836,6636,280,2026-04-15T07:29:59.999Z,2026-04-15 07:29:59.999,complete
XAUUSDc,2026-04-15T07:30:00.000Z,2026-04-15 07:30:00.000,30m,4812.575,4810.975,4815.796,4805.764,5689,280,2026-04-15T07:59:59.999Z,2026-04-15 07:59:59.999,complete
XAUUSDc,2026-04-15T08:00:00.000Z,2026-04-15 08:00:00.000,30m,4810.912,4809.747,4814.007,4804.376,5685,280,2026-04-15T08:29:59.999Z,2026-04-15 08:29:59.999,complete
XAUUSDc,2026-04-15T08:30:00.000Z,2026-04-15 08:30:00.000,30m,4809.689,4818.171,4820.956,4805.287,4463,280,2026-04-15T08:59:59.999Z,2026-04-15 08:59:59.999,complete
XAUUSDc,2026-04-15T09:00:00.000Z,2026-04-15 09:00:00.000,30m,4818.11,4798.052,4819.23,4792.416,8089,280,2026-04-15T09:29:59.999Z,2026-04-15 09:29:59.999,complete
XAUUSDc,2026-04-15T09:30:00.000Z,2026-04-15 09:30:00.000,30m,4797.984,4798.255,4803.947,4786.049,6595,280,2026-04-15T09:59:59.999Z,2026-04-15 09:59:59.999,complete
XAUUSDc,2026-04-15T10:00:00.000Z,2026-04-15 10:00:00.000,30m,4798.191,4794.939,4803.063,4790.046,7228,280,2026-04-15T10:29:59.999Z,2026-04-15 10:29:59.999,complete
XAUUSDc,2026-04-15T10:30:00.000Z,2026-04-15 10:30:00.000,30m,4794.87,4799.858,4805.185,4793.012,5777,280,2026-04-15T10:59:59.999Z,2026-04-15 10:59:59.999,complete
XAUUSDc,2026-04-15T11:00:00.000Z,2026-04-15 11:00:00.000,30m,4799.918,4804.732,4806.831,4795.585,4185,280,2026-04-15T11:29:59.999Z,2026-04-15 11:29:59.999,complete
XAUUSDc,2026-04-15T11:30:00.000Z,2026-04-15 11:30:00.000,30m,4804.805,4812.722,4815.09,4802.505,5882,280,2026-04-15T11:59:59.999Z,2026-04-15 11:59:59.999,complete
XAUUSDc,2026-04-15T12:00:00.000Z,2026-04-15 12:00:00.000,30m,4812.655,4812.597,4816.274,4807.103,5966,280,2026-04-15T12:29:59.999Z,2026-04-15 12:29:59.999,complete
XAUUSDc,2026-04-15T12:30:00.000Z,2026-04-15 12:30:00.000,30m,4812.514,4811.751,4815.92,4808.195,4482,280,2026-04-15T12:59:59.999Z,2026-04-15 12:59:59.999,complete
XAUUSDc,2026-04-15T13:00:00.000Z,2026-04-15 13:00:00.000,30m,4811.688,4821.65,4821.922,4808.429,7500,280,2026-04-15T13:29:59.999Z,2026-04-15 13:29:59.999,complete
XAUUSDc,2026-04-15T13:30:00.000Z,2026-04-15 13:30:00.000,30m,4821.799,4828.629,4829.962,4815.629,11284,280,2026-04-15T13:59:59.999Z,2026-04-15 13:59:59.999,complete
XAUUSDc,2026-04-15T14:00:00.000Z,2026-04-15 14:00:00.000,30m,4828.542,4825.1,4830.688,4820.378,7436,280,2026-04-15T14:29:59.999Z,2026-04-15 14:29:59.999,complete
XAUUSDc,2026-04-15T14:30:00.000Z,2026-04-15 14:30:00.000,30m,4825.169,4815.636,4825.797,4813.401,6953,280,2026-04-15T14:59:59.999Z,2026-04-15 14:59:59.999,complete
XAUUSDc,2026-04-15T15:00:00.000Z,2026-04-15 15:00:00.000,30m,4815.705,4798.478,4816.284,4797.561,9373,280,2026-04-15T15:29:59.999Z,2026-04-15 15:29:59.999,complete
XAUUSDc,2026-04-15T15:30:00.000Z,2026-04-15 15:30:00.000,30m,4798.537,4801.8,4807.445,4786.692,8549,280,2026-04-15T15:59:59.999Z,2026-04-15 15:59:59.999,complete
XAUUSDc,2026-04-15T16:00:00.000Z,2026-04-15 16:00:00.000,30m,4801.629,4811.15,4812.802,4800.38,5298,280,2026-04-15T16:29:59.999Z,2026-04-15 16:29:59.999,complete
XAUUSDc,2026-04-15T16:30:00.000Z,2026-04-15 16:30:00.000,30m,4811.139,4803.691,4812.069,4800.007,6459,280,2026-04-15T16:59:59.999Z,2026-04-15 16:59:59.999,complete
XAUUSDc,2026-04-15T17:00:00.000Z,2026-04-15 17:00:00.000,30m,4804.04,4801.928,4808.692,4797.698,5079,280,2026-04-15T17:29:59.999Z,2026-04-15 17:29:59.999,complete
XAUUSDc,2026-04-15T17:30:00.000Z,2026-04-15 17:30:00.000,30m,4801.841,4792.598,4802.834,4790.729,5313,280,2026-04-15T17:59:59.999Z,2026-04-15 17:59:59.999,complete
XAUUSDc,2026-04-15T18:00:00.000Z,2026-04-15 18:00:00.000,30m,4792.385,4794.706,4800.864,4789.933,6265,280,2026-04-15T18:29:59.999Z,2026-04-15 18:29:59.999,complete
XAUUSDc,2026-04-15T18:30:00.000Z,2026-04-15 18:30:00.000,30m,4794.764,4799.897,4802.146,4794.727,3401,280,2026-04-15T18:59:59.999Z,2026-04-15 18:59:59.999,complete
XAUUSDc,2026-04-15T19:00:00.000Z,2026-04-15 19:00:00.000,30m,4799.565,4802.768,4803.401,4797.682,3312,280,2026-04-15T19:29:59.999Z,2026-04-15 19:29:59.999,complete
XAUUSDc,2026-04-15T19:30:00.000Z,2026-04-15 19:30:00.000,30m,4802.71,4795.951,4802.872,4794.349,3931,280,2026-04-15T19:59:59.999Z,2026-04-15 19:59:59.999,complete
XAUUSDc,2026-04-15T20:00:00.000Z,2026-04-15 20:00:00.000,30m,4796.01,4793.969,4796.808,4792.559,2180,280,2026-04-15T20:29:59.999Z,2026-04-15 20:29:59.999,complete
XAUUSDc,2026-04-15T20:30:00.000Z,2026-04-15 20:30:00.000,30m,4793.99,4791.166,4793.99,4787.612,2229,280,2026-04-15T20:59:59.999Z,2026-04-15 20:59:59.999,complete
XAUUSDc,2026-04-15T22:00:00.000Z,2026-04-15 22:00:00.000,30m,4797.162,4800.86,4801.81,4791.12,2359,280,2026-04-15T22:29:59.999Z,2026-04-15 22:29:59.999,complete
XAUUSDc,2026-04-15T22:30:00.000Z,2026-04-15 22:30:00.000,30m,4800.933,4807.696,4811.997,4799.114,2372,280,2026-04-15T22:59:59.999Z,2026-04-15 22:59:59.999,complete
XAUUSDc,2026-04-15T23:00:00.000Z,2026-04-15 23:00:00.000,30m,4807.675,4815.096,4815.807,4807.617,1905,280,2026-04-15T23:29:59.999Z,2026-04-15 23:29:59.999,complete
XAUUSDc,2026-04-15T23:30:00.000Z,2026-04-15 23:30:00.000,30m,4815.042,4823.572,4826.607,4814.324,2660,280,2026-04-15T23:59:59.999Z,2026-04-15 23:59:59.999,complete
XAUUSDc,2026-04-16T00:00:00.000Z,2026-04-16 00:00:00.000,30m,4823.205,4824.858,4831.274,4822.174,4145,280,2026-04-16T00:29:59.999Z,2026-04-16 00:29:59.999,complete
XAUUSDc,2026-04-16T00:30:00.000Z,2026-04-16 00:30:00.000,30m,4824.921,4833.196,4837.601,4820.235,4246,280,2026-04-16T00:59:59.999Z,2026-04-16 00:59:59.999,complete
XAUUSDc,2026-04-16T01:00:00.000Z,2026-04-16 01:00:00.000,30m,4832.852,4823.801,4836.371,4822.897,6094,280,2026-04-16T01:29:59.999Z,2026-04-16 01:29:59.999,complete
XAUUSDc,2026-04-16T01:30:00.000Z,2026-04-16 01:30:00.000,30m,4823.741,4818.061,4825.688,4811.174,5381,280,2026-04-16T01:59:59.999Z,2026-04-16 01:59:59.999,complete
XAUUSDc,2026-04-16T02:00:00.000Z,2026-04-16 02:00:00.000,30m,4817.842,4819.282,4825.014,4817.189,4059,280,2026-04-16T02:29:59.999Z,2026-04-16 02:29:59.999,complete
XAUUSDc,2026-04-16T02:30:00.000Z,2026-04-16 02:30:00.000,30m,4818.983,4819.499,4821.365,4812.578,4649,280,2026-04-16T02:59:59.999Z,2026-04-16 02:59:59.999,complete
XAUUSDc,2026-04-16T03:00:00.000Z,2026-04-16 03:00:00.000,30m,4819.732,4823.901,4826.969,4819.234,3449,280,2026-04-16T03:29:59.999Z,2026-04-16 03:29:59.999,complete
XAUUSDc,2026-04-16T03:30:00.000Z,2026-04-16 03:30:00.000,30m,4823.672,4824.174,4826.596,4818.934,2575,280,2026-04-16T03:59:59.999Z,2026-04-16 03:59:59.999,complete
XAUUSDc,2026-04-16T04:00:00.000Z,2026-04-16 04:00:00.000,30m,4824.174,4826.25,4829.797,4822.853,2552,280,2026-04-16T04:29:59.999Z,2026-04-16 04:29:59.999,complete
XAUUSDc,2026-04-16T04:30:00.000Z,2026-04-16 04:30:00.000,30m,4826.541,4832.78,4833.548,4824.887,2176,280,2026-04-16T04:59:59.999Z,2026-04-16 04:59:59.999,complete
XAUUSDc,2026-04-16T05:00:00.000Z,2026-04-16 05:00:00.000,30m,4832.838,4833.083,4838.376,4831.6,3168,280,2026-04-16T05:29:59.999Z,2026-04-16 05:29:59.999,complete
XAUUSDc,2026-04-16T05:30:00.000Z,2026-04-16 05:30:00.000,30m,4833.145,4821.392,4833.738,4821.229,5327,280,2026-04-16T05:59:59.999Z,2026-04-16 05:59:59.999,complete
XAUUSDc,2026-04-16T06:00:00.000Z,2026-04-16 06:00:00.000,30m,4821.463,4816.297,4827.52,4814.098,5526,280,2026-04-16T06:29:59.999Z,2026-04-16 06:29:59.999,complete
XAUUSDc,2026-04-16T06:30:00.000Z,2026-04-16 06:30:00.000,30m,4816.37,4826.134,4830.647,4814.687,6127,280,2026-04-16T06:59:59.999Z,2026-04-16 06:59:59.999,complete
XAUUSDc,2026-04-16T07:00:00.000Z,2026-04-16 07:00:00.000,30m,4826.192,4828.013,4830.906,4816.961,6955,280,2026-04-16T07:29:59.999Z,2026-04-16 07:29:59.999,complete
XAUUSDc,2026-04-16T07:30:00.000Z,2026-04-16 07:30:00.000,30m,4828.072,4821.228,4830.141,4819.41,3984,280,2026-04-16T07:59:59.999Z,2026-04-16 07:59:59.999,complete
XAUUSDc,2026-04-16T08:00:00.000Z,2026-04-16 08:00:00.000,30m,4821.22,4811.648,4821.767,4807.32,6156,280,2026-04-16T08:29:59.999Z,2026-04-16 08:29:59.999,complete
XAUUSDc,2026-04-16T08:30:00.000Z,2026-04-16 08:30:00.000,30m,4811.322,4813.604,4814.442,4806.397,4091,280,2026-04-16T08:59:59.999Z,2026-04-16 08:59:59.999,complete
XAUUSDc,2026-04-16T09:00:00.000Z,2026-04-16 09:00:00.000,30m,4813.578,4813.235,4817.874,4811.088,3451,280,2026-04-16T09:29:59.999Z,2026-04-16 09:29:59.999,complete
XAUUSDc,2026-04-16T09:30:00.000Z,2026-04-16 09:30:00.000,30m,4813.092,4812.597,4815.304,4806.781,4859,280,2026-04-16T09:59:59.999Z,2026-04-16 09:59:59.999,complete
XAUUSDc,2026-04-16T10:00:00.000Z,2026-04-16 10:00:00.000,30m,4812.838,4807.192,4815.39,4804.978,3529,280,2026-04-16T10:29:59.999Z,2026-04-16 10:29:59.999,complete
XAUUSDc,2026-04-16T10:30:00.000Z,2026-04-16 10:30:00.000,30m,4807.199,4817.01,4817.391,4804.983,3865,280,2026-04-16T10:59:59.999Z,2026-04-16 10:59:59.999,complete
XAUUSDc,2026-04-16T11:00:00.000Z,2026-04-16 11:00:00.000,30m,4817.076,4815.998,4820.499,4815.41,3467,280,2026-04-16T11:29:59.999Z,2026-04-16 11:29:59.999,complete
XAUUSDc,2026-04-16T11:30:00.000Z,2026-04-16 11:30:00.000,30m,4815.977,4822.252,4822.537,4815.808,3764,280,2026-04-16T11:59:59.999Z,2026-04-16 11:59:59.999,complete
XAUUSDc,2026-04-16T12:00:00.000Z,2026-04-16 12:00:00.000,30m,4822.149,4815.345,4823.109,4811.351,4909,280,2026-04-16T12:29:59.999Z,2026-04-16 12:29:59.999,complete
XAUUSDc,2026-04-16T12:30:00.000Z,2026-04-16 12:30:00.000,30m,4815.113,4816.337,4820.542,4811.924,4727,280,2026-04-16T12:59:59.999Z,2026-04-16 12:59:59.999,complete
XAUUSDc,2026-04-16T13:00:00.000Z,2026-04-16 13:00:00.000,30m,4816.41,4815.729,4823.182,4814.015,5778,280,2026-04-16T13:29:59.999Z,2026-04-16 13:29:59.999,complete
XAUUSDc,2026-04-16T13:30:00.000Z,2026-04-16 13:30:00.000,30m,4815.657,4794.686,4824.0,4784.549,16853,280,2026-04-16T13:59:59.999Z,2026-04-16 13:59:59.999,complete
XAUUSDc,2026-04-16T14:00:00.000Z,2026-04-16 14:00:00.000,30m,4794.602,4799.029,4805.229,4785.244,15585,280,2026-04-16T14:29:59.999Z,2026-04-16 14:29:59.999,complete
XAUUSDc,2026-04-16T14:30:00.000Z,2026-04-16 14:30:00.000,30m,4798.992,4788.806,4800.65,4772.851,13754,280,2026-04-16T14:59:59.999Z,2026-04-16 14:59:59.999,complete
XAUUSDc,2026-04-16T15:00:00.000Z,2026-04-16 15:00:00.000,30m,4788.509,4801.833,4812.932,4788.184,8758,280,2026-04-16T15:29:59.999Z,2026-04-16 15:29:59.999,complete
XAUUSDc,2026-04-16T15:30:00.000Z,2026-04-16 15:30:00.000,30m,4801.77,4806.743,4810.984,4798.022,9997,280,2026-04-16T15:59:59.999Z,2026-04-16 15:59:59.999,complete
XAUUSDc,2026-04-16T16:00:00.000Z,2026-04-16 16:00:00.000,30m,4806.678,4799.391,4810.262,4796.568,5109,280,2026-04-16T16:29:59.999Z,2026-04-16 16:29:59.999,complete
